,v_sv_pain_para:C(Abs_value)[low_abs]_subj,v_sv_pain_para:C(Abs_value)[mid_abs]_subj,v_sv_pain_para:C(Abs_value)[high_abs]_subj,t_sv_pain_para:C(Abs_value)[low_abs]_subj,t_sv_pain_para:C(Abs_value)[mid_abs]_subj,t_sv_pain_para:C(Abs_value)[high_abs]_subj,a_sv_pain_para:C(Abs_value)[low_abs]_subj,a_sv_pain_para:C(Abs_value)[mid_abs]_subj,a_sv_pain_para:C(Abs_value)[high_abs]_subj,z_sv_pain_para:C(Abs_value)[low_abs]_subj,z_sv_pain_para:C(Abs_value)[mid_abs]_subj,z_sv_pain_para:C(Abs_value)[high_abs]_subj
10,0.0030837407966443804,-0.0035166957108981605,-0.02104707025483518,9.285922468652464e-06,-3.0967020826582706e-07,-1.8118394254840524e-05,-0.0011078225654072916,6.249042990124826e-05,0.00016220749802210258,-0.15621773618222953,-0.0004195187664779881,-0.010761052801455407
11,0.0005900368456797239,-0.0011331159503557868,-0.026549414547020166,8.19824889121109e-06,-6.133702274495119e-07,-2.0388427266955945e-05,-0.0012116902600635732,5.6725686663252385e-05,0.000169931318882335,-0.1600365383783479,0.0008022972644473547,-0.01166272135651155
12,-0.0005554700848483819,-0.0037404322487544646,-0.050814852319831696,9.965132891749155e-06,5.901200230806161e-07,-2.36336675477468e-05,-0.0011451828216547599,5.565815898665247e-05,0.00017079124010900996,-0.2537006212589045,0.001587333919516376,-0.010419953504433102
13,0.000927630703878401,-0.0015427781540463044,-0.05889075358985416,1.0025418792877614e-05,-9.895025776119484e-07,-1.9280589178391657e-05,-0.001186688130525218,5.882007269214119e-05,0.00012017677930101498,-0.2417474266300406,0.0010182333372348844,-0.011772771474103954
14,-0.00015345778823962154,-0.0014032800950993334,0.02224886698748425,9.029810281947446e-06,-3.4276384945548105e-08,-1.4150974649363034e-05,-0.0012037752498977013,7.784528191433526e-05,0.00014258738181518224,-0.25467073908975774,-0.0013397622111568448,-0.009831202395781235
15,0.0010589543857042335,-0.0035385639891057728,-0.0031193927333453527,9.204610952461772e-06,-3.805568870074315e-07,-1.1194715481009088e-05,-0.0011347881742218612,7.44081139251463e-05,0.0001513840078420755,-0.24265665651214463,-0.001016187060211995,-0.010865588491769438
16,-0.00406179096962747,-0.002449475276111648,-0.02360678729740112,8.725100280296935e-06,8.760905281923888e-07,-1.7024206731214302e-05,-0.001177839778002323,6.834257467642529e-05,0.00013183308371852754,-0.16944360647079665,-0.0010479651922554148,-0.009879767517615944
17,0.0011811456508712193,-0.002775655833948985,-0.04459559661957255,8.716202217638123e-06,6.001536695400493e-08,-1.4752562798667101e-05,-0.0012112072023617792,6.393994354463939e-05,0.0001527985498954471,-0.17557344872933,-0.00015020047484069288,-0.011391864156816589
18,0.0009764159675787219,-0.0029779380587811113,-0.06712173007675673,9.835032333401352e-06,1.5313518471316602e-06,-2.4915387432579008e-05,-0.0011879986027024763,5.770195035097612e-05,0.00014183679010921447,-0.172019815784848,-0.0008544052888191425,-0.011904931706283027
19,-3.8580661063181165e-05,-0.002625833597773571,-0.0029175729000198393,8.766900902901544e-06,1.0161591236143157e-06,-2.097369029006296e-05,-0.001208660294278043,6.9847116688054e-05,0.00014635270369784805,-0.23980490857628184,-0.001785655054931626,-0.01219557323778282
20,-0.0012252951597605559,-0.0017252457033952748,-0.04793148230222727,9.04688698727273e-06,-3.135304752216999e-08,-2.3909857317866283e-05,-0.0011596031380750472,7.563216045069063e-05,0.00014465822512491611,-0.2354155293899465,-8.682202638372229e-05,-0.012460166550272295
21,-0.00035039159027467297,-0.0037901903015202317,0.010055599095426667,9.261619730697248e-06,-1.2035421009937604e-07,-2.1477769366623783e-05,-0.0012095947028442485,6.410516094807179e-05,0.00012964520899139554,-0.1849527947838561,-0.0009623656649441393,-0.01220992213372528
22,0.00025889482330275883,-0.0022871464703363626,-0.059132144831721134,1.0303147724438574e-05,-2.0000395527286514e-07,-2.2593272511739417e-05,-0.0012166155279350593,6.53355793058634e-05,0.00013786142997185207,-0.19065313910055356,-0.0013230355702360023,-0.01062249509251274
23,0.0008707238175160416,-0.00300641719055486,-0.0784354119402757,9.435170703880044e-06,1.0597936631683192e-06,-1.6923699752399004e-05,-0.0011203913813431577,7.448638812089013e-05,0.0001629288246064576,-0.2331796314101719,-0.0014418395837129307,-0.011356770444818177
24,0.0024164977215665752,-0.002476668083727315,-0.0696682291938753,9.813749253385064e-06,-1.3334812082837072e-07,-1.691444999774013e-05,-0.0012194299681506492,6.586138893459179e-05,0.00013423079019108094,-0.20375494742220668,-0.000927775606883215,-0.010558559835684109
25,0.0018801070378018894,-0.002305575979688055,-0.012064005631936589,9.610882647448787e-06,-7.072716627613869e-07,-1.6742445562661453e-05,-0.0011709869762726343,6.254169519565247e-05,0.00014286804133426356,-0.24509377697352175,-0.002204028688757756,-0.01256298571072425
26,0.0018997633840483424,-0.001246299804437909,-0.045935892543230064,9.665225374901592e-06,-9.760771808848598e-07,-2.1364814164246337e-05,-0.0011302387887019466,6.602488805200924e-05,0.0001414768941506759,-0.20175158760943085,-0.0006661330995377835,-0.011399190300870648
27,0.0021704049524804486,-0.003114056926196692,-0.023297725080435816,1.076631338623253e-05,-5.7230629587376634e-08,-2.277243119448153e-05,-0.0011354896894178292,6.519285881515795e-05,0.00014541461599106977,-0.21588259197354165,-0.0006395654138660815,-0.011273183731631008
28,0.001308400769429489,-0.0002855891717436421,-0.016825880400585018,9.606371282200908e-06,7.72966714561164e-07,-2.3935714584330026e-05,-0.0011719550642159324,6.301417806701102e-05,0.00010796113802694727,-0.14605037711677663,-0.0007840164107051097,-0.011947002490394813
29,0.0016811284843899464,-0.0028434150359399214,-0.03870543947304558,9.076215962357927e-06,-8.758622739064064e-07,-2.631863404595377e-05,-0.001191075941041612,7.144361801896225e-05,0.00016104481246882052,-0.16559785583551337,-5.625202534503635e-05,-0.01083736585322629
30,0.003255494057100993,-0.0012913426967508543,-0.04539704879601139,9.85267625189681e-06,-1.9376043097540167e-07,-2.245290456687518e-05,-0.0012413611483568906,6.480186509130009e-05,0.00016266496772228138,-0.22023196668866085,-0.0009135155637831302,-0.011262018389530634
