,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
p_pain[200],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[201],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[202],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[203],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[204],0.5,0.001,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[205],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[206],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[207],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[208],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[209],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[210],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[211],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[212],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[213],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[214],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[215],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[216],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[217],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[218],0.5,0.001,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[219],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[220],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[221],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[222],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[223],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[224],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[225],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[226],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[227],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[228],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[229],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[230],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[231],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[232],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[233],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[234],0.5,0.0,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[235],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[236],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[237],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[238],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[239],0.5,0.001,0.499,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[240],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[241],0.5,0.0,0.5,0.5,0.0,0.0,945.0,957.0,1.0
p_pain[242],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[243],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[244],0.5,0.0,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[245],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[246],0.5,0.001,0.5,0.501,0.0,0.0,945.0,957.0,1.0
p_pain[247],0.5,0.001,0.499,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[248],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[249],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[250],0.5,0.0,0.5,0.501,0.0,0.0,911.0,933.0,1.0
p_pain[251],0.5,0.001,0.5,0.501,0.0,0.0,911.0,933.0,1.0
p_pain[252],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[253],0.5,0.0,0.5,0.501,0.0,0.0,911.0,933.0,1.0
p_pain[254],0.5,0.0,0.5,0.501,0.0,0.0,911.0,933.0,1.0
p_pain[255],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[256],0.5,0.0,0.5,0.501,0.0,0.0,911.0,933.0,1.0
p_pain[257],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[258],0.5,0.0,0.499,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[259],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[260],0.5,0.0,0.499,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[261],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[262],0.5,0.0,0.499,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[263],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[264],0.5,0.0,0.499,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[265],0.5,0.0,0.499,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[266],0.5,0.0,0.5,0.501,0.0,0.0,911.0,933.0,1.0
p_pain[267],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[268],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[269],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[270],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[271],0.5,0.0,0.5,0.501,0.0,0.0,911.0,933.0,1.0
p_pain[272],0.5,0.0,0.5,0.501,0.0,0.0,911.0,933.0,1.0
p_pain[273],0.5,0.0,0.499,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[274],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
p_pain[275],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[276],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[277],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[278],0.5,0.0,0.5,0.5,0.0,0.0,911.0,933.0,1.0
p_pain[279],0.5,0.0,0.5,0.501,0.0,0.0,911.0,933.0,1.0
p_pain[280],0.5,0.0,0.5,0.5,0.0,0.0,25000.0,25000.0,
