,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sv_pain[91],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[92],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[93],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[94],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[95],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[96],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[97],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[98],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[99],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[100],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[101],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[102],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[103],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[104],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[105],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[106],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[107],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[108],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[109],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[110],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[111],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[112],1.032,0.03,1.0,1.087,0.0,0.0,9103.0,4494.0,1.0
sv_pain[113],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[114],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[115],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[116],1.021,0.02,1.0,1.057,0.0,0.0,9103.0,4494.0,1.0
sv_pain[117],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[118],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[119],1.054,0.053,1.0,1.149,0.0,0.0,9103.0,4494.0,1.0
sv_pain[120],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[121],1.01,0.01,1.0,1.028,0.0,0.0,9103.0,4494.0,1.0
sv_pain[122],1.043,0.041,1.0,1.117,0.0,0.0,9103.0,4494.0,1.0
sv_pain[123],1.268,0.201,1.0,1.623,0.002,0.002,5675.0,4084.0,1.0
sv_pain[124],1.15,0.107,1.0,1.337,0.001,0.001,5675.0,4084.0,1.0
